score,adsh,form,file_date,file_type,file_description,root_forms,ciks,display_names,_id
14.779495,0000827052-25-000073,8-K,2025-07-31,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED JULY 31, 2025",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000073:eix-2025x07x31exx991.htm
14.774107,0000827052-19-000134,8-K,2019-07-25,EX-99.3,"EXHIBIT 99.3 EIX Q2 2019 FINANCIAL RESULTS PRESENTATION DATED JULY 25, 2019",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON CO  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-19-000134:a993eixq22019teleconfere.htm
14.773903,0000827052-24-000074,8-K,2024-10-29,EX-99.3,"EX-99.3 EIX Q3 2024 FINANCIAL RESULTS PRESENTATION DATED OCT 29, 2024",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-24-000074:eix-20241029xex99d3.htm
14.77346,0000827052-24-000055,10-Q,2024-07-25,10-Q,10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-24-000055:eix-20240630x10q.htm
14.770811,0000827052-19-000107,8-K,2019-04-30,EX-99.2,EIX Q1 2019 FINANCIAL RESULTS CONFERENCE CALL PREPARED REMARKS DATED 4/30/2019,8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON CO  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-19-000107:exhibit992preparedremarkso.htm
14.770756,0001193125-19-014346,8-K,2019-01-23,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001193125-19-014346:d661551dex991.htm
14.7698145,0001004980-21-000038,8-K,2021-11-01,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-21-000038:pge-110121xpressrelease.htm
14.767754,0001004980-25-000148,10-Q,2025-10-23,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000148:pcg-20250930.htm
14.7674465,0001004980-22-000069,8-K,2022-04-28,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-22-000069:q122earningspresentation.htm
14.767409,0000827052-23-000083,8-K,2023-11-01,EX-99.3,"EX-99.3 EIX Q3 2023 FINANCIAL RESULTS PRESENTATION DATED NOV 1, 2023",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000083:eix-20231101xex99d3.htm
14.767335,0001558370-21-009596,8-K,2021-07-29,EX-99.1,EX-99.1,8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-21-009596:eix-20210729xex99d1.htm
14.767022,0001004980-20-000025,8-K,2020-05-01,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-20-000025:pge-033120xpressrelease.htm
14.76682,0000354707-24-000007,8-K,2024-02-13,EX-99,EX-99,8-K,"0000354707,0000046207","HAWAIIAN ELECTRIC INDUSTRIES INC  (HE)  (CIK 0000354707) | HAWAIIAN ELECTRIC CO INC  (HAWEL, HAWEM, HAWEN, HAWLI, HAWLL, HAWLM, HAWLN)  (CIK 0000046207)",0000354707-24-000007:heiexhibit99-8xk02x13x24.htm
14.765449,0000827052-22-000052,8-K,2022-07-28,EX-99.3,"EX-99.3 EIX Q2 2022 FINANCIAL RESULTS PRESENTATION DATED JULY 28, 2022",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000052:eix-20220728xex99d3.htm
14.764366,0001004980-20-000008,8-K,2020-02-18,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-20-000008:q419earningspresentation.htm
14.763939,0000827052-20-000119,10-Q/A,2020-07-30,10-Q/A,10-Q/A,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000119:eix-20200630.htm
14.76181,0001004980-24-000013,8-K,2024-02-22,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000013:q423earningspresentation.htm
14.759794,0001193125-19-133942,8-K,2019-05-02,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001193125-19-133942:d709478dex992.htm
14.758757,0001558370-22-001929,8-K,2022-02-24,EX-99.3,"EXHIBIT 99.3 EDISON INTERNATIONAL FOURTH QUARTER AND FULL-YEAR 2021 FINANCIAL RESULTS CONFERENCE CALL PRESENTATION DATED FEBRUARY 24, 2022",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-22-001929:eix-20220224xex99d3.htm
14.756366,0001004980-19-000045,8-K,2019-11-07,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-19-000045:q319earningspresentation.htm
14.754532,0001193125-23-016927,8-K,2023-01-27,EX-4.2,EX-4.2,8-K,0001941536,"Bridger Aerospace Group Holdings, Inc.  (BAER, BAERW)  (CIK 0001941536)",0001193125-23-016927:d449500dex42.htm
14.752286,0000827052-23-000009,8-K,2023-02-23,EX-99.2,"EXHIBIT 99.2 EIX FOURTH QUARTER AND FULL-YEAR 2022 CONFERENCE CALL PREPARED REMARKS DATED FEBRUARY 23, 2023",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000009:eix-20230223xex99d2.htm
14.74957,0000827052-20-000133,8-K,2020-10-27,EX-99.2,"EXHIBIT 99.2 EIX Q3 2020 CONFERENCE CALL PREPARED REMARKS DATED OCTOBER 27, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000133:eix-sceexhibit992q32020.htm
14.747815,0001193125-22-199190,8-K,2022-07-21,8-K,8-K,8-K,"0000075488,0001918072,0001004980","PACIFIC GAS & ELECTRIC Co  (CIK 0000075488) | PG&E Wildfire Recovery Funding LLC  (CIK 0001918072) | PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980)",0001193125-22-199190:d344215d8k.htm
14.747158,0001004980-20-000058,10-Q,2020-10-29,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-20-000058:pcg-20200930.htm
14.747055,0001193125-22-142349,424B4,2022-05-05,424B4,424B4,424B4,"0000075488,0001918072",PACIFIC GAS & ELECTRIC Co  (CIK 0000075488) | PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001193125-22-142349:d292816d424b4.htm
14.746868,0001004980-25-000077,ARS,2025-04-10,ARS,ARS,ARS,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000077:a2024annualreportmasterfin.pdf
14.746662,0001558370-21-009596,8-K,2021-07-29,EX-99.2,EX-99.2,8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-21-009596:eix-20210729xex99d2.htm
14.744816,0000827052-19-000135,10-Q,2019-07-25,10-Q,EIX/SCE FORM 10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON CO  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-19-000135:eix-sceq210q2019.htm
14.738263,0000950157-19-000727,8-K,2019-06-19,EX-10.2,PLAN SUPPORT AGREEMENT [PARADISE],8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-19-000727:ex10-2.htm
14.737844,0000827052-20-000124,8-K,2020-09-23,8-K,8-K,8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000124:eix-20200922.htm
14.735748,0001004980-21-000013,10-Q,2021-04-29,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-21-000013:pcg-20210331.htm
14.734256,0000827052-25-000042,8-K,2025-04-29,EX-99.3,"EX-99.3 EIX Q1 2025 FINANCIAL RESULTS PRESENTATION DATED APRIL 29, 2025",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000042:eixq12025earningstelecon.htm
14.733883,0001004980-21-000039,10-Q,2021-11-01,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-21-000039:pcg-20210930.htm
14.732909,0000827052-22-000076,10-Q,2022-11-01,10-Q,10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000076:eix-20220930x10q.htm
14.732661,0001004980-26-000032,8-K,2026-04-23,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-26-000032:q126earningspresentation.htm
14.729558,0000827052-20-000110,8-K,2020-07-28,EX-99.1,"EXHIBIT 99.1 EDISON INTERNATIONAL PRESS RELEASE JULY 28, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000110:eix-sceexhibit99x1q220.htm
14.726922,0001004980-25-000085,8-K,2025-04-24,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000085:pge-q12025pressrelease.htm
14.726767,0000354707-23-000093,8-K,2023-11-09,EX-99,EX-99,8-K,"0000354707,0000046207","HAWAIIAN ELECTRIC INDUSTRIES INC  (HE)  (CIK 0000354707) | HAWAIIAN ELECTRIC CO INC  (HAWEL, HAWEM, HAWEN, HAWLI, HAWLL, HAWLM, HAWLN)  (CIK 0000046207)",0000354707-23-000093:heiexhibit99-8xk11x09x23.htm
14.72634,0001839882-22-012836,8-K,2022-06-09,EX-99.1,"INVESTOR DAY PRESENTATION DATED JUNE 9, 2022",8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001839882-22-012836:ex99-1.htm
14.725529,0001558370-21-014092,8-K,2021-11-02,EX-99.1,"EXHIBIT 99.1 EIX PRESS RELEASE DATED NOVEMBER 2, 2021",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-21-014092:eix-20211102xex99d1.htm
14.723315,0000827052-18-000135,8-K,2018-07-26,EX-99.2,EIX Q2 2018 FINANCIAL RESULTS CONFERENCE CALL PREPARED REMARKS DATED 7_26_2018,8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON CO  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-18-000135:eix-sceexhibit99x2q22018.htm
14.723242,0000827052-24-000012,8-K,2024-02-22,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED FEBRUARY 22, 2024",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-24-000012:eix-20240222xex99d1.htm
14.722206,0001193125-22-146523,8-K,2022-05-11,8-K,8-K,8-K,"0001918072,0000075488,0001004980","PG&E Wildfire Recovery Funding LLC  (CIK 0001918072) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488) | PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980)",0001193125-22-146523:d290310d8k.htm
14.720255,0001004980-22-000133,10-Q,2022-10-27,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-22-000133:pcg-20220930.htm
14.7200575,0001004980-20-000048,10-Q,2020-07-30,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-20-000048:pcg-20200630.htm
14.719107,0001193125-22-079642,SF-1,2022-03-21,SF-1,SF-1,SF-1,"0000075488,0001918072",PACIFIC GAS & ELECTRIC Co  (CIK 0000075488) | PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001193125-22-079642:d292816dsf1.htm
14.717064,0001683168-23-005509,8-K,2023-08-10,EX-99.2,BRIDGER AEROSPACE INVESTOR PRESENTATION AUGUST 2023,8-K,0001941536,"Bridger Aerospace Group Holdings, Inc.  (BAER, BAERW)  (CIK 0001941536)",0001683168-23-005509:bridger_ex9902.htm
14.7163105,0001004980-19-000028,10-Q,2019-08-09,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-19-000028:pge-063019x10q.htm
14.713279,0000827052-26-000044,8-K,2026-04-29,EX-99.1,"EX-99.1 BUSINESS UPDATE PRESENTATION DATE APRIL 28, 2026",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-26-000044:a04eixapril2026businessu.htm
14.712417,0000827052-19-000117,8-K,2019-05-28,EX-99.1,EXHIBIT 99.1 BUSINESS UPDATE SUPPLEMENT (MAY 2019),8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON CO  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-19-000117:eixmay2019businessupdate.htm
14.71227,0001140361-18-040342,8-K,2018-10-10,EX-99.1,EXHIBIT 99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001140361-18-040342:ex99_1.htm
14.709387,0001004980-26-000008,8-K,2026-02-12,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-26-000008:q425earningspresentation.htm
14.709097,0000827052-22-000031,10-Q,2022-05-03,10-Q,10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000031:eix-20220331x10q.htm
14.706799,0000950157-19-000727,8-K,2019-06-19,EX-10.1,PLAN SUPPORT AGREEMENT [NORTH BAY],8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-19-000727:ex10-1.htm
14.706225,0001193125-22-142328,8-K,2022-05-05,EX-10.2,EX-10.2,8-K,"0001918072,0000075488",PG&E Wildfire Recovery Funding LLC  (CIK 0001918072) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488),0001193125-22-142328:d351392dex102.htm
14.706128,0001193125-21-259529,SF-1/A,2021-08-27,SF-1/A,AMENDMENT NO. 2,SF-1,"0000075488,0001866514",PACIFIC GAS & ELECTRIC Co  (CIK 0000075488) | PG&E Recovery Funding LLC  (CIK 0001866514),0001193125-21-259529:d140096dsf1a.htm
14.705243,0001004980-22-000111,8-K,2022-07-28,EX-99.1,EX-99.1,8-K,0001004980,"PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980)",0001004980-22-000111:pge-072822xpressrelease.htm
14.705121,0000827052-22-000052,8-K,2022-07-28,EX-99.2,"EX-99.2 EIX Q2 2022 CONFERENCE CALL PREPARED REMARKS DATED JULY 28, 2022",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000052:eix-20220728xex99d2.htm
14.704582,0000354707-25-000038,8-K,2025-08-07,EX-99,EX-99,8-K,"0000354707,0000046207",HAWAIIAN ELECTRIC INDUSTRIES INC  (HE)  (CIK 0000354707) | HAWAIIAN ELECTRIC CO INC  (CIK 0000046207),0000354707-25-000038:heiexhibit99-8xk08x07x25.htm
14.703815,0001004980-23-000134,8-K,2023-07-27,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-23-000134:pge-072723xpressrelease.htm
14.702677,0001004980-24-000014,10-K,2024-02-22,10-K,10-K,10-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000014:pcg-20231231.htm
14.701354,0001004980-20-000047,8-K,2020-07-30,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-20-000047:pge-063020xpressrelease.htm
14.701011,0001193125-21-302134,SF-1/A,2021-10-19,EX-10.2,EX-10.2,SF-1,"0000075488,0001866514",PACIFIC GAS & ELECTRIC Co  (CIK 0000075488) | PG&E Recovery Funding LLC  (CIK 0001866514),0001193125-21-302134:d140096dex102.htm
14.700253,0001004980-24-000104,8-K,2024-07-25,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000104:pge-07252024pressrelease.htm
14.69844,0001193125-22-142328,8-K,2022-05-05,8-K,8-K,8-K,"0001918072,0000075488",PG&E Wildfire Recovery Funding LLC  (CIK 0001918072) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488),0001193125-22-142328:d351392d8k.htm
14.69755,0000827052-20-000140,8-K,2020-10-28,EX-99.1,"EX-99.1 BUSINESS UPDATE PRESENTATION OCTOBER 28, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000140:eixoctober2020businessup.htm
14.697208,0000827052-22-000006,10-K,2022-02-24,10-K,EIX/SCE 10-K,10-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000006:eix-20211231x10k.htm
14.69676,0001683168-25-008097,8-K,2025-11-10,EX-99.1,INVESTOR PRESENTATION DATED NOVEMBER 2025,8-K,0001941536,"Bridger Aerospace Group Holdings, Inc.  (BAER, BAERW)  (CIK 0001941536)",0001683168-25-008097:bridger_ex9901.htm
14.69601,0000827052-26-000041,8-K,2026-04-28,EX-99.2,"EX-99.2 EIX Q1 2026 CONFERENCE CALL PREPARED REMARKS DATED APRIL 28, 2026",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-26-000041:eix-2026x0428exx992.htm
14.69515,0001193125-21-323167,8-K,2021-11-08,EX-10.2,EX-10.2,8-K,"0000075488,0001866514",PACIFIC GAS & ELECTRIC Co  (CIK 0000075488) | PG&E Recovery Funding LLC  (CIK 0001866514),0001193125-21-323167:d231818dex102.htm
14.69515,0001193125-21-328376,8-K,2021-11-15,EX-10.2,EX-10.2,8-K,"0000075488,0001866514,0001004980","PACIFIC GAS & ELECTRIC Co  (CIK 0000075488) | PG&E Recovery Funding LLC  (CIK 0001866514) | PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980)",0001193125-21-328376:d260142dex102.htm
