score,adsh,form,file_date,file_type,file_description,root_forms,ciks,display_names,_id
14.980886,0000827052-20-000028,8-K,2020-02-28,EX-99.1,"EXHIBIT 99.1 BUSINESS UPDATE FEBRUARY 28, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000028:eixfebruary2020businessu.htm
14.979409,0000827052-22-000036,8-K,2022-05-04,EX-99.1,"EX-99.1 EX-99.1 EIX BUSINESS UPDATE PRESENTATION DATED MAY 4, 2022",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000036:eix-20220504xex99d1.htm
14.979181,0001918072-26-000005,10-K,2026-03-27,10-K,10-K,10-K,0001918072,PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001918072-26-000005:pwrf-20251231.htm
14.978254,0000827052-21-000019,10-K,2021-02-25,10-K,10-K,10-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-21-000019:eix-20201231.htm
14.975681,0000950157-19-001423,8-K,2019-12-16,EX-99.1,DEBTORS' AND SHAREHOLDER PROPONENTS' JOINT CHAPTER 11 PLAN,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-19-001423:ex99-1.htm
14.975317,0000950157-22-001133,CORRESP,2022-10-21,CORRESP,,CORRESP,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-22-001133:filename1.htm
14.969675,0001558370-21-005066,8-K,2021-04-28,EX-99.1,"EX-99.1 BUSINESS UPDATE PRESENTATION DATED APRIL 28, 2021",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-21-005066:eix-20210428xex99d1.htm
14.968447,0001193125-22-220029,S-4,2022-08-12,EX-99.9,EX-99.9,S-4,0001941536,"Wildfire New PubCo, Inc.  (BAER, BAERW)  (CIK 0001941536)",0001193125-22-220029:d386876dex999.htm
14.966248,0000827052-23-000037,10-Q,2023-05-02,10-Q,10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000037:eix-20230331x10q.htm
14.961749,0000950157-19-001082,8-K,2019-09-26,EX-10.1,"RESTRUCTURING SUPPORT AGREEMENT DATED AS OF SEPTEMBER 22, 2019",8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-19-001082:ex10-1.htm
14.959866,0001004980-22-000132,8-K,2022-10-27,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-22-000132:q322earningspresentation.htm
14.956949,0001004980-20-000047,8-K,2020-07-30,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-20-000047:q220earningspresentation.htm
14.956487,0000827052-20-000134,10-Q,2020-10-27,10-Q,10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000134:eix-20200930.htm
14.952655,0000827052-22-000030,8-K,2022-05-03,EX-99.3,"EX-99.3 EIX Q1 2022 FINANCIAL RESULTS PRESENTATION DATED MAY 3, 2022",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000030:eix-20220503xex99d3.htm
14.949957,0000827052-25-000099,8-K,2025-10-28,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED OCTOBER 28, 2025",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000099:eix-2025x1028exx991.htm
14.948484,0000827052-19-000143,8-K,2019-08-30,EX-99.1,"EXHIBIT 99.1 BUSINESS UPDATE SUPPLEMENT AUGUST 30, 2019",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-19-000143:a2021scegeneralratecaseo.htm
14.947446,0000827052-20-000111,10-Q,2020-07-28,10-Q,10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000111:eix-20200630.htm
14.946983,0001918072-25-000005,10-K,2025-03-25,10-K,10-K,10-K,0001918072,PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001918072-25-000005:pwrf-20241231.htm
14.94688,0000827052-23-000009,8-K,2023-02-23,EX-99.3,"EXHIBIT 99.3 EIX FOURTH QUARTER AND FULL-YEAR 2022 PRESENTATION DATED FEBRUARY 23, 2023",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000009:eix-20230223xex99d3.htm
14.941295,0001004980-24-000119,8-K,2024-11-07,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000119:q324earningspresentation.htm
14.941002,0000950157-19-000984,8-K,2019-09-10,8-K,CURRENT REPORT,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-19-000984:form8-k.htm
14.937092,0001004980-24-000013,8-K,2024-02-22,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000013:pge-022224xpressrelease.htm
14.927948,0001004980-23-000134,8-K,2023-07-27,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-23-000134:q223earningspresentation.htm
14.927311,0001004980-21-000030,8-K,2021-07-29,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-21-000030:q22021earningspresentati.htm
14.925269,0001193125-19-051943,10-K,2019-02-26,EX-10.4,EX-10.4,10-K,0000895421,"MORGAN STANLEY  (MS, MS-PA, MS-PE, MS-PF, MS-PI, MS-PK, MS-PL, MS-PO, MS-PP, MS-PQ, MSTLW)  (CIK 0000895421)",0001193125-19-051943:d707577dex104.htm
14.922819,0001004980-21-000011,8-K,2021-04-29,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-21-000011:q12021-pgeearningspresen.htm
14.9213,0001918072-24-000015,10-D,2024-12-13,10-D,10-D,10-D,0001918072,PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001918072-24-000015:pgewildfirerecoveryfunding.htm
14.920607,0001193125-19-242319,SC 13D/A,2019-09-11,EX-99.1,EX-99.1,SC 13D,"0001004980,0001512397","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | Knighthead Capital Management, LLC  (CIK 0001512397)",0001193125-19-242319:d801527dex991.htm
14.920538,0000354707-26-000007,8-K,2026-02-27,EX-99,EX-99,8-K,"0000354707,0000046207",HAWAIIAN ELECTRIC INDUSTRIES INC  (HE)  (CIK 0000354707) | HAWAIIAN ELECTRIC CO INC  (CIK 0000046207),0000354707-26-000007:heiexhibit99-8xk02x27x26.htm
14.920537,0000827052-19-000166,10-Q,2019-10-29,10-Q,EIX/SCE FORM 10-Q (Q3 2019),10-Q,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-19-000166:eix-sceq310q2019.htm
14.917745,0001918072-22-000003,10-D,2022-12-13,10-D,10-D,10-D,0001918072,PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001918072-22-000003:pgewildfirerecoveryfunding.htm
14.915682,0001558370-21-014322,8-K,2021-11-03,EX-99.1,"EX-99.1 EIX BUSINESS UPDATE PRESENTATION DATED NOVEMBER 3, 2021",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-21-014322:eix-20211103xex99d1.htm
14.913535,0000827052-22-000030,8-K,2022-05-03,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED MAY 3, 2022",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000030:eix-20220503xex99d1.htm
14.911421,0001004980-23-000148,8-K,2023-10-26,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-23-000148:q323earningspresentation.htm
14.908905,0000827052-24-000035,10-Q,2024-04-30,10-Q,10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-24-000035:eix-20240331x10q.htm
14.905903,0001004980-21-000038,8-K,2021-11-01,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-21-000038:q32021earningspresentati.htm
14.900709,0001004980-24-000119,8-K,2024-11-07,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000119:pge-q32024pressrelease.htm
14.899334,0000827052-26-000023,ARS,2026-03-13,ARS,ARS,ARS,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-26-000023:eix-20251231xars.pdf
14.89932,0001193125-22-278628,S-4/A,2022-11-07,EX-4.2,EX-4.2,S-4,0001941536,"Wildfire New PubCo, Inc.  (BAER, BAERW)  (CIK 0001941536)",0001193125-22-278628:d386876dex42.htm
14.897973,0000827052-26-000012,10-K,2026-02-18,10-K,10-K,10-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-26-000012:eix-20251231.htm
14.897693,0001683168-25-005849,8-K,2025-08-11,EX-99.1,INVESTOR PRESENTATION DATED AUGUST 2025,8-K,0001941536,"Bridger Aerospace Group Holdings, Inc.  (BAER, BAERW)  (CIK 0001941536)",0001683168-25-005849:bridger_ex9901.htm
14.895107,0001004980-25-000132,10-Q,2025-07-31,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000132:pcg-20250630.htm
14.894998,0001558370-21-004913,8-K,2021-04-27,EX-99.2,"EXHIBIT 99.2 EIX Q1 2021 CONFERENCE CALL PREPARED REMARKS DATED APRIL 27, 2021",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-21-004913:eix-20210427xex99d2.htm
14.892978,0000827052-19-000167,8-K,2019-10-29,EX-99.3,"EXHIBIT 99.3 EIX FINANCIAL RESULTS PRESENTATION DATED OCTOBER 29, 2019",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-19-000167:q32019financialresults.htm
14.892028,0000827052-24-000075,10-Q,2024-10-29,10-Q,10-Q,10-Q,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-24-000075:eix-20240930x10q.htm
14.89121,0000354707-24-000052,8-K,2024-08-09,EX-99,EX-99,8-K,"0000354707,0000046207","HAWAIIAN ELECTRIC INDUSTRIES INC  (HE)  (CIK 0000354707) | HAWAIIAN ELECTRIC CO INC  (HAWEL, HAWEM, HAWEN, HAWLI, HAWLL, HAWLM, HAWLN)  (CIK 0000046207)",0000354707-24-000052:heiexhibit99-8xk08x09x24.htm
14.891066,0000827052-25-000021,8-K,2025-02-27,EX-99.3,EX-99.3 EIX FOURTH QUARTER AND FULL-YEAR 2024 PRESENTATION,8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000021:exhibit993eixq42024earni.htm
14.889942,0000827052-20-000091,10-Q,2020-04-30,10-Q,10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000091:eix-sceq110q2020.htm
14.888604,0000827052-24-000034,8-K,2024-04-30,EX-99.3,"EX-99.3 EIX Q1 2024 FINANCIAL RESULTS PRESENTATION DATED APRIL 30, 2024",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-24-000034:eix-20240430xex99d3.htm
14.888599,0000827052-20-000094,8-K,2020-05-01,EX-99.1,"EXHIBIT 99.1 BUSINESS UPDATE PRESENTATION MAY 1, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000094:eixmay2020businessupdate.htm
14.887391,0000827052-26-000041,8-K,2026-04-28,EX-99.3,"EX-99.3 EIX Q1 2026 FINANCIAL RESULTS PRESENTATION DATED APRIL 28, 2026",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-26-000041:eixq12026earningstelecon.htm
14.887277,0000827052-25-000043,10-Q,2025-04-29,10-Q,10-Q,10-Q,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000043:eix-20250331.htm
14.886434,0001004980-22-000132,8-K,2022-10-27,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-22-000132:pge-102722xpressrelease.htm
14.884411,0000827052-23-000036,8-K,2023-05-02,EX-99.3,"EX-99.3 EIX Q1 2023 FINANCIAL RESULTS PRESENTATION DATED MAY 2, 2023",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000036:eix-20230502xex99d3.htm
14.884244,0000827052-20-000025,8-K,2020-02-27,EX-99.3,"EXHIBIT 99.3 EIX 2019 FINANCIAL RESULTS PRESENTATION DATED FEBRUARY 27, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000025:eix2019conferencecallpre.htm
14.883677,0001004980-24-000056,10-Q,2024-04-25,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000056:pcg-20240331.htm
14.88133,0001839882-23-031517,8-K,2023-11-28,EX-99.1,"SLIDE PRESENTATION DATED NOVEMBER 28, 2023",8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001839882-23-031517:ex99-1.htm
14.880834,0001918072-24-000011,10-D,2024-06-13,10-D,10-D,10-D,0001918072,PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001918072-24-000011:pgewildfirerecoveryfunding.htm
14.879694,0000827052-20-000025,8-K,2020-02-27,EX-99.2,"EXHIBIT 99.2 EIX 2019 CONFERENCE CALL PREPARED REMARKS DATED FEBRUARY 27, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000025:eix-sceexhibit992q42019.htm
14.879635,0001004980-23-000088,8-K,2023-05-04,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-23-000088:q123earningspresentation.htm
14.87808,0000827052-25-000074,10-Q,2025-07-31,10-Q,10-Q,10-Q,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000074:eix-20250630.htm
14.8748045,0001004980-25-000087,10-Q,2025-04-24,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI, PCG-PX)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-25-000087:pcg-20250331.htm
14.874537,0001004980-24-000055,8-K,2024-04-25,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000055:pge-042524xpressrelease.htm
14.873662,0000827052-25-000076,8-K,2025-08-01,EX-99.1,"EX-99.1 BUSINESS UPDATE PRESENTATION DATE JULY 31, 2025",8-K,"0000827052,0000092103",EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (CIK 0000092103),0000827052-25-000076:a07eixjuly2025businessup.htm
14.873255,0000086521-10-000083,8-K,2010-12-15,8-K,FORM 8-K,8-K,"0000086521,0001032208","SAN DIEGO GAS & ELECTRIC CO  (CIK 0000086521) | SEMPRA ENERGY  (SRE, SREA)  (CIK 0001032208)",0000086521-10-000083:sesdge8k121310.htm
14.870526,0000827052-20-000110,8-K,2020-07-28,EX-99.2,"EXHIBIT 99.2 EIX Q2 2020 CONFERENCE CALL PREPARED REMARKS DATED JULY 28, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000110:eix-sceexhibit992q22020.htm
14.867648,0001004980-24-000055,8-K,2024-04-25,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000055:pgeq124earningspresentat.htm
14.865014,0000827052-21-000018,8-K,2021-02-25,EX-99.1,"EXHIBIT 99.1 EDISON INTERNATIONAL PRESS RELEASE FEBRUARY 25, 2021",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-21-000018:eix-sceexhibit99x1q42020.htm
14.863169,0000827052-23-000065,10-Q,2023-07-27,10-Q,10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000065:eix-20230630x10q.htm
14.862364,0001918072-23-000006,10-K,2023-03-31,10-K,10-K,10-K,0001918072,PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001918072-23-000006:pwrf-20221231.htm
14.861519,0001004980-20-000057,8-K,2020-10-29,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-20-000057:pge-093020xpressrelease.htm
14.860025,0001004980-21-000011,8-K,2021-04-29,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-21-000011:pge-042921xpressrelease.htm
14.8599,0000827052-21-000022,8-K,2021-02-26,EX-99.1,"EX-99.1 BUSINESS UPDATE PRESENTATION FEBRUARY 26, 2021",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-21-000022:eixfebruary2021businessu.htm
14.859678,0001004980-19-000046,10-Q,2019-11-07,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-19-000046:pcg-20190930.htm
14.859206,0000827052-21-000051,10-Q,2021-07-29,10-Q,EIX/SCE Q2 10-Q,10-Q,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-21-000051:eix-20210630x10q.htm
